"","row_id","Sales","date","country","store","product"
"36",70163,937,2021-01-01,"Poland","KaggleMart","For Kids: One Smart Goose"
"37",70164,304,2021-01-01,"Poland","KaggleRama","Advanced Techniques"
"38",70165,255,2021-01-01,"Poland","KaggleRama","Getting Started"
"39",70166,238,2021-01-01,"Poland","KaggleRama","Recipe Book"
"40",70167,318,2021-01-01,"Poland","KaggleRama","For Kids: One Smart Goose"
"41",70168,710,2021-01-01,"Spain","KaggleMart","Advanced Techniques"
"42",70169,574,2021-01-01,"Spain","KaggleMart","Getting Started"
"43",70170,502,2021-01-01,"Spain","KaggleMart","Recipe Book"
"44",70171,756,2021-01-01,"Spain","KaggleMart","For Kids: One Smart Goose"
"45",70172,251,2021-01-01,"Spain","KaggleRama","Advanced Techniques"
"46",70173,181,2021-01-01,"Spain","KaggleRama","Getting Started"
"47",70174,175,2021-01-01,"Spain","KaggleRama","Recipe Book"
"48",70175,260,2021-01-01,"Spain","KaggleRama","For Kids: One Smart Goose"
"49",70176,458,2021-01-02,"Belgium","KaggleMart","Advanced Techniques"
"50",70177,353,2021-01-02,"Belgium","KaggleMart","Getting Started"
"51",70178,317,2021-01-02,"Belgium","KaggleMart","Recipe Book"
"52",70179,490,2021-01-02,"Belgium","KaggleMart","For Kids: One Smart Goose"
"53",70180,160,2021-01-02,"Belgium","KaggleRama","Advanced Techniques"
"54",70181,129,2021-01-02,"Belgium","KaggleRama","Getting Started"
"55",70182,106,2021-01-02,"Belgium","KaggleRama","Recipe Book"
"56",70183,167,2021-01-02,"Belgium","KaggleRama","For Kids: One Smart Goose"
"57",70184,498,2021-01-02,"France","KaggleMart","Advanced Techniques"
"58",70185,379,2021-01-02,"France","KaggleMart","Getting Started"
"59",70186,319,2021-01-02,"France","KaggleMart","Recipe Book"
"60",70187,530,2021-01-02,"France","KaggleMart","For Kids: One Smart Goose"
"61",70188,168,2021-01-02,"France","KaggleRama","Advanced Techniques"
"62",70189,132,2021-01-02,"France","KaggleRama","Getting Started"
"63",70190,114,2021-01-02,"France","KaggleRama","Recipe Book"
"64",70191,173,2021-01-02,"France","KaggleRama","For Kids: One Smart Goose"
"65",70192,476,2021-01-02,"Germany","KaggleMart","Advanced Techniques"
"66",70193,364,2021-01-02,"Germany","KaggleMart","Getting Started"
"67",70194,304,2021-01-02,"Germany","KaggleMart","Recipe Book"
"68",70195,485,2021-01-02,"Germany","KaggleMart","For Kids: One Smart Goose"
"69",70196,161,2021-01-02,"Germany","KaggleRama","Advanced Techniques"
"70",70197,127,2021-01-02,"Germany","KaggleRama","Getting Started"
"71",70198,108,2021-01-02,"Germany","KaggleRama","Recipe Book"
"72",70199,167,2021-01-02,"Germany","KaggleRama","For Kids: One Smart Goose"
"73",70200,565,2021-01-02,"Italy","KaggleMart","Advanced Techniques"
"74",70201,434,2021-01-02,"Italy","KaggleMart","Getting Started"
"75",70202,392,2021-01-02,"Italy","KaggleMart","Recipe Book"
"76",70203,572,2021-01-02,"Italy","KaggleMart","For Kids: One Smart Goose"
"77",70204,201,2021-01-02,"Italy","KaggleRama","Advanced Techniques"
"78",70205,153,2021-01-02,"Italy","KaggleRama","Getting Started"
"79",70206,126,2021-01-02,"Italy","KaggleRama","Recipe Book"
"80",70207,206,2021-01-02,"Italy","KaggleRama","For Kids: One Smart Goose"
"81",70208,817,2021-01-02,"Poland","KaggleMart","Advanced Techniques"
"82",70209,628,2021-01-02,"Poland","KaggleMart","Getting Started"
"83",70210,542,2021-01-02,"Poland","KaggleMart","Recipe Book"
"84",70211,857,2021-01-02,"Poland","KaggleMart","For Kids: One Smart Goose"
"85",70212,278,2021-01-02,"Poland","KaggleRama","Advanced Techniques"
"86",70213,220,2021-01-02,"Poland","KaggleRama","Getting Started"
"87",70214,193,2021-01-02,"Poland","KaggleRama","Recipe Book"
"88",70215,283,2021-01-02,"Poland","KaggleRama","For Kids: One Smart Goose"
"89",70216,564,2021-01-02,"Spain","KaggleMart","Advanced Techniques"
"90",70217,440,2021-01-02,"Spain","KaggleMart","Getting Started"
"91",70218,392,2021-01-02,"Spain","KaggleMart","Recipe Book"
"92",70219,616,2021-01-02,"Spain","KaggleMart","For Kids: One Smart Goose"
"93",70220,200,2021-01-02,"Spain","KaggleRama","Advanced Techniques"
"94",70221,149,2021-01-02,"Spain","KaggleRama","Getting Started"
"95",70222,134,2021-01-02,"Spain","KaggleRama","Recipe Book"
"96",70223,213,2021-01-02,"Spain","KaggleRama","For Kids: One Smart Goose"
"97",70224,482,2021-01-03,"Belgium","KaggleMart","Advanced Techniques"
"98",70225,363,2021-01-03,"Belgium","KaggleMart","Getting Started"
"99",70226,327,2021-01-03,"Belgium","KaggleMart","Recipe Book"
"100",70227,496,2021-01-03,"Belgium","KaggleMart","For Kids: One Smart Goose"
"101",70228,170,2021-01-03,"Belgium","KaggleRama","Advanced Techniques"
"102",70229,132,2021-01-03,"Belgium","KaggleRama","Getting Started"
"103",70230,111,2021-01-03,"Belgium","KaggleRama","Recipe Book"
"104",70231,173,2021-01-03,"Belgium","KaggleRama","For Kids: One Smart Goose"
"105",70232,517,2021-01-03,"France","KaggleMart","Advanced Techniques"
"106",70233,391,2021-01-03,"France","KaggleMart","Getting Started"
"107",70234,340,2021-01-03,"France","KaggleMart","Recipe Book"
"108",70235,554,2021-01-03,"France","KaggleMart","For Kids: One Smart Goose"
"109",70236,177,2021-01-03,"France","KaggleRama","Advanced Techniques"
"110",70237,135,2021-01-03,"France","KaggleRama","Getting Started"
"111",70238,120,2021-01-03,"France","KaggleRama","Recipe Book"
"112",70239,182,2021-01-03,"France","KaggleRama","For Kids: One Smart Goose"
"113",70240,498,2021-01-03,"Germany","KaggleMart","Advanced Techniques"
"114",70241,375,2021-01-03,"Germany","KaggleMart","Getting Started"
"115",70242,330,2021-01-03,"Germany","KaggleMart","Recipe Book"
"116",70243,498,2021-01-03,"Germany","KaggleMart","For Kids: One Smart Goose"
"117",70244,171,2021-01-03,"Germany","KaggleRama","Advanced Techniques"
"118",70245,130,2021-01-03,"Germany","KaggleRama","Getting Started"
"119",70246,110,2021-01-03,"Germany","KaggleRama","Recipe Book"
"120",70247,170,2021-01-03,"Germany","KaggleRama","For Kids: One Smart Goose"
"121",70248,606,2021-01-03,"Italy","KaggleMart","Advanced Techniques"
"122",70249,457,2021-01-03,"Italy","KaggleMart","Getting Started"
"123",70250,411,2021-01-03,"Italy","KaggleMart","Recipe Book"
"124",70251,614,2021-01-03,"Italy","KaggleMart","For Kids: One Smart Goose"
"125",70252,214,2021-01-03,"Italy","KaggleRama","Advanced Techniques"
"126",70253,157,2021-01-03,"Italy","KaggleRama","Getting Started"
"127",70254,133,2021-01-03,"Italy","KaggleRama","Recipe Book"
"128",70255,215,2021-01-03,"Italy","KaggleRama","For Kids: One Smart Goose"
"129",70256,870,2021-01-03,"Poland","KaggleMart","Advanced Techniques"
"130",70257,656,2021-01-03,"Poland","KaggleMart","Getting Started"
"131",70258,599,2021-01-03,"Poland","KaggleMart","Recipe Book"
"132",70259,932,2021-01-03,"Poland","KaggleMart","For Kids: One Smart Goose"
"133",70260,294,2021-01-03,"Poland","KaggleRama","Advanced Techniques"
"134",70261,238,2021-01-03,"Poland","KaggleRama","Getting Started"
"135",70262,211,2021-01-03,"Poland","KaggleRama","Recipe Book"
"136",70263,308,2021-01-03,"Poland","KaggleRama","For Kids: One Smart Goose"
"137",70264,605,2021-01-03,"Spain","KaggleMart","Advanced Techniques"
"138",70265,454,2021-01-03,"Spain","KaggleMart","Getting Started"
"139",70266,423,2021-01-03,"Spain","KaggleMart","Recipe Book"
"140",70267,628,2021-01-03,"Spain","KaggleMart","For Kids: One Smart Goose"
"141",70268,217,2021-01-03,"Spain","KaggleRama","Advanced Techniques"
"142",70269,154,2021-01-03,"Spain","KaggleRama","Getting Started"
"143",70270,144,2021-01-03,"Spain","KaggleRama","Recipe Book"
"144",70271,221,2021-01-03,"Spain","KaggleRama","For Kids: One Smart Goose"
"145",70272,388,2021-01-04,"Belgium","KaggleMart","Advanced Techniques"
"146",70273,312,2021-01-04,"Belgium","KaggleMart","Getting Started"
"147",70274,258,2021-01-04,"Belgium","KaggleMart","Recipe Book"
"148",70275,416,2021-01-04,"Belgium","KaggleMart","For Kids: One Smart Goose"
"149",70276,133,2021-01-04,"Belgium","KaggleRama","Advanced Techniques"
"150",70277,109,2021-01-04,"Belgium","KaggleRama","Getting Started"
"151",70278,90,2021-01-04,"Belgium","KaggleRama","Recipe Book"
"152",70279,147,2021-01-04,"Belgium","KaggleRama","For Kids: One Smart Goose"
"153",70280,416,2021-01-04,"France","KaggleMart","Advanced Techniques"
"154",70281,325,2021-01-04,"France","KaggleMart","Getting Started"
"155",70282,271,2021-01-04,"France","KaggleMart","Recipe Book"
"156",70283,454,2021-01-04,"France","KaggleMart","For Kids: One Smart Goose"
"157",70284,142,2021-01-04,"France","KaggleRama","Advanced Techniques"
"158",70285,115,2021-01-04,"France","KaggleRama","Getting Started"
"159",70286,96,2021-01-04,"France","KaggleRama","Recipe Book"
"160",70287,154,2021-01-04,"France","KaggleRama","For Kids: One Smart Goose"
"161",70288,401,2021-01-04,"Germany","KaggleMart","Advanced Techniques"
"162",70289,311,2021-01-04,"Germany","KaggleMart","Getting Started"
"163",70290,267,2021-01-04,"Germany","KaggleMart","Recipe Book"
"164",70291,417,2021-01-04,"Germany","KaggleMart","For Kids: One Smart Goose"
"165",70292,135,2021-01-04,"Germany","KaggleRama","Advanced Techniques"
"166",70293,110,2021-01-04,"Germany","KaggleRama","Getting Started"
"167",70294,89,2021-01-04,"Germany","KaggleRama","Recipe Book"
"168",70295,142,2021-01-04,"Germany","KaggleRama","For Kids: One Smart Goose"
"169",70296,489,2021-01-04,"Italy","KaggleMart","Advanced Techniques"
"170",70297,374,2021-01-04,"Italy","KaggleMart","Getting Started"
"171",70298,328,2021-01-04,"Italy","KaggleMart","Recipe Book"
"172",70299,484,2021-01-04,"Italy","KaggleMart","For Kids: One Smart Goose"
"173",70300,169,2021-01-04,"Italy","KaggleRama","Advanced Techniques"
"174",70301,128,2021-01-04,"Italy","KaggleRama","Getting Started"
"175",70302,106,2021-01-04,"Italy","KaggleRama","Recipe Book"
"176",70303,173,2021-01-04,"Italy","KaggleRama","For Kids: One Smart Goose"
"177",70304,763,2021-01-04,"Poland","KaggleMart","Advanced Techniques"
"178",70305,566,2021-01-04,"Poland","KaggleMart","Getting Started"
"179",70306,502,2021-01-04,"Poland","KaggleMart","Recipe Book"
"180",70307,775,2021-01-04,"Poland","KaggleMart","For Kids: One Smart Goose"
"181",70308,256,2021-01-04,"Poland","KaggleRama","Advanced Techniques"
"182",70309,197,2021-01-04,"Poland","KaggleRama","Getting Started"
"183",70310,180,2021-01-04,"Poland","KaggleRama","Recipe Book"
"184",70311,259,2021-01-04,"Poland","KaggleRama","For Kids: One Smart Goose"
"185",70312,485,2021-01-04,"Spain","KaggleMart","Advanced Techniques"
"186",70313,370,2021-01-04,"Spain","KaggleMart","Getting Started"
"187",70314,337,2021-01-04,"Spain","KaggleMart","Recipe Book"
"188",70315,523,2021-01-04,"Spain","KaggleMart","For Kids: One Smart Goose"
"189",70316,176,2021-01-04,"Spain","KaggleRama","Advanced Techniques"
"190",70317,133,2021-01-04,"Spain","KaggleRama","Getting Started"
"191",70318,115,2021-01-04,"Spain","KaggleRama","Recipe Book"
"192",70319,182,2021-01-04,"Spain","KaggleRama","For Kids: One Smart Goose"
"193",70320,390,2021-01-05,"Belgium","KaggleMart","Advanced Techniques"
"194",70321,310,2021-01-05,"Belgium","KaggleMart","Getting Started"
"195",70322,262,2021-01-05,"Belgium","KaggleMart","Recipe Book"
"196",70323,414,2021-01-05,"Belgium","KaggleMart","For Kids: One Smart Goose"
"197",70324,136,2021-01-05,"Belgium","KaggleRama","Advanced Techniques"
"198",70325,109,2021-01-05,"Belgium","KaggleRama","Getting Started"
"199",70326,91,2021-01-05,"Belgium","KaggleRama","Recipe Book"
"200",70327,144,2021-01-05,"Belgium","KaggleRama","For Kids: One Smart Goose"
"201",70328,409,2021-01-05,"France","KaggleMart","Advanced Techniques"
"202",70329,320,2021-01-05,"France","KaggleMart","Getting Started"
"203",70330,274,2021-01-05,"France","KaggleMart","Recipe Book"
"204",70331,459,2021-01-05,"France","KaggleMart","For Kids: One Smart Goose"
"205",70332,142,2021-01-05,"France","KaggleRama","Advanced Techniques"
"206",70333,115,2021-01-05,"France","KaggleRama","Getting Started"
"207",70334,99,2021-01-05,"France","KaggleRama","Recipe Book"
"208",70335,152,2021-01-05,"France","KaggleRama","For Kids: One Smart Goose"
"209",70336,393,2021-01-05,"Germany","KaggleMart","Advanced Techniques"
"210",70337,309,2021-01-05,"Germany","KaggleMart","Getting Started"
"211",70338,264,2021-01-05,"Germany","KaggleMart","Recipe Book"
"212",70339,423,2021-01-05,"Germany","KaggleMart","For Kids: One Smart Goose"
"213",70340,137,2021-01-05,"Germany","KaggleRama","Advanced Techniques"
"214",70341,109,2021-01-05,"Germany","KaggleRama","Getting Started"
"215",70342,89,2021-01-05,"Germany","KaggleRama","Recipe Book"
"216",70343,143,2021-01-05,"Germany","KaggleRama","For Kids: One Smart Goose"
"217",70344,494,2021-01-05,"Italy","KaggleMart","Advanced Techniques"
"218",70345,377,2021-01-05,"Italy","KaggleMart","Getting Started"
"219",70346,325,2021-01-05,"Italy","KaggleMart","Recipe Book"
"220",70347,508,2021-01-05,"Italy","KaggleMart","For Kids: One Smart Goose"
"221",70348,173,2021-01-05,"Italy","KaggleRama","Advanced Techniques"
"222",70349,132,2021-01-05,"Italy","KaggleRama","Getting Started"
"223",70350,107,2021-01-05,"Italy","KaggleRama","Recipe Book"
"224",70351,177,2021-01-05,"Italy","KaggleRama","For Kids: One Smart Goose"
"225",70352,786,2021-01-05,"Poland","KaggleMart","Advanced Techniques"
"226",70353,590,2021-01-05,"Poland","KaggleMart","Getting Started"
"227",70354,505,2021-01-05,"Poland","KaggleMart","Recipe Book"
"228",70355,816,2021-01-05,"Poland","KaggleMart","For Kids: One Smart Goose"
"229",70356,263,2021-01-05,"Poland","KaggleRama","Advanced Techniques"
"230",70357,208,2021-01-05,"Poland","KaggleRama","Getting Started"
"231",70358,182,2021-01-05,"Poland","KaggleRama","Recipe Book"
"232",70359,271,2021-01-05,"Poland","KaggleRama","For Kids: One Smart Goose"
"233",70360,487,2021-01-05,"Spain","KaggleMart","Advanced Techniques"
"234",70361,378,2021-01-05,"Spain","KaggleMart","Getting Started"
"235",70362,334,2021-01-05,"Spain","KaggleMart","Recipe Book"
"236",70363,534,2021-01-05,"Spain","KaggleMart","For Kids: One Smart Goose"
"237",70364,175,2021-01-05,"Spain","KaggleRama","Advanced Techniques"
"238",70365,133,2021-01-05,"Spain","KaggleRama","Getting Started"
"239",70366,116,2021-01-05,"Spain","KaggleRama","Recipe Book"
"240",70367,186,2021-01-05,"Spain","KaggleRama","For Kids: One Smart Goose"
"241",70368,391,2021-01-06,"Belgium","KaggleMart","Advanced Techniques"
"242",70369,307,2021-01-06,"Belgium","KaggleMart","Getting Started"
"243",70370,263,2021-01-06,"Belgium","KaggleMart","Recipe Book"
"244",70371,409,2021-01-06,"Belgium","KaggleMart","For Kids: One Smart Goose"
"245",70372,134,2021-01-06,"Belgium","KaggleRama","Advanced Techniques"
"246",70373,108,2021-01-06,"Belgium","KaggleRama","Getting Started"
"247",70374,90,2021-01-06,"Belgium","KaggleRama","Recipe Book"
"248",70375,144,2021-01-06,"Belgium","KaggleRama","For Kids: One Smart Goose"
"249",70376,412,2021-01-06,"France","KaggleMart","Advanced Techniques"
"250",70377,330,2021-01-06,"France","KaggleMart","Getting Started"
"251",70378,272,2021-01-06,"France","KaggleMart","Recipe Book"
"252",70379,458,2021-01-06,"France","KaggleMart","For Kids: One Smart Goose"
"253",70380,142,2021-01-06,"France","KaggleRama","Advanced Techniques"
"254",70381,111,2021-01-06,"France","KaggleRama","Getting Started"
"255",70382,96,2021-01-06,"France","KaggleRama","Recipe Book"
"256",70383,150,2021-01-06,"France","KaggleRama","For Kids: One Smart Goose"
"257",70384,405,2021-01-06,"Germany","KaggleMart","Advanced Techniques"
"258",70385,308,2021-01-06,"Germany","KaggleMart","Getting Started"
"259",70386,265,2021-01-06,"Germany","KaggleMart","Recipe Book"
"260",70387,414,2021-01-06,"Germany","KaggleMart","For Kids: One Smart Goose"
"261",70388,139,2021-01-06,"Germany","KaggleRama","Advanced Techniques"
"262",70389,109,2021-01-06,"Germany","KaggleRama","Getting Started"
"263",70390,92,2021-01-06,"Germany","KaggleRama","Recipe Book"
"264",70391,140,2021-01-06,"Germany","KaggleRama","For Kids: One Smart Goose"
"265",70392,499,2021-01-06,"Italy","KaggleMart","Advanced Techniques"
"266",70393,379,2021-01-06,"Italy","KaggleMart","Getting Started"
"267",70394,335,2021-01-06,"Italy","KaggleMart","Recipe Book"
"268",70395,502,2021-01-06,"Italy","KaggleMart","For Kids: One Smart Goose"
"269",70396,172,2021-01-06,"Italy","KaggleRama","Advanced Techniques"
"270",70397,129,2021-01-06,"Italy","KaggleRama","Getting Started"
"271",70398,108,2021-01-06,"Italy","KaggleRama","Recipe Book"
"272",70399,178,2021-01-06,"Italy","KaggleRama","For Kids: One Smart Goose"
"273",70400,808,2021-01-06,"Poland","KaggleMart","Advanced Techniques"
"274",70401,595,2021-01-06,"Poland","KaggleMart","Getting Started"
"275",70402,550,2021-01-06,"Poland","KaggleMart","Recipe Book"
"276",70403,842,2021-01-06,"Poland","KaggleMart","For Kids: One Smart Goose"
"277",70404,268,2021-01-06,"Poland","KaggleRama","Advanced Techniques"
"278",70405,211,2021-01-06,"Poland","KaggleRama","Getting Started"
"279",70406,194,2021-01-06,"Poland","KaggleRama","Recipe Book"
"280",70407,275,2021-01-06,"Poland","KaggleRama","For Kids: One Smart Goose"
"281",70408,487,2021-01-06,"Spain","KaggleMart","Advanced Techniques"
"282",70409,392,2021-01-06,"Spain","KaggleMart","Getting Started"
"283",70410,335,2021-01-06,"Spain","KaggleMart","Recipe Book"
"284",70411,539,2021-01-06,"Spain","KaggleMart","For Kids: One Smart Goose"
"285",70412,180,2021-01-06,"Spain","KaggleRama","Advanced Techniques"
"286",70413,133,2021-01-06,"Spain","KaggleRama","Getting Started"
"287",70414,119,2021-01-06,"Spain","KaggleRama","Recipe Book"
"288",70415,188,2021-01-06,"Spain","KaggleRama","For Kids: One Smart Goose"
"289",70416,398,2021-01-07,"Belgium","KaggleMart","Advanced Techniques"
"290",70417,297,2021-01-07,"Belgium","KaggleMart","Getting Started"
"291",70418,261,2021-01-07,"Belgium","KaggleMart","Recipe Book"
"292",70419,405,2021-01-07,"Belgium","KaggleMart","For Kids: One Smart Goose"
"293",70420,136,2021-01-07,"Belgium","KaggleRama","Advanced Techniques"
"294",70421,107,2021-01-07,"Belgium","KaggleRama","Getting Started"
"295",70422,90,2021-01-07,"Belgium","KaggleRama","Recipe Book"
"296",70423,142,2021-01-07,"Belgium","KaggleRama","For Kids: One Smart Goose"
"297",70424,419,2021-01-07,"France","KaggleMart","Advanced Techniques"
"298",70425,320,2021-01-07,"France","KaggleMart","Getting Started"
"299",70426,273,2021-01-07,"France","KaggleMart","Recipe Book"
"300",70427,456,2021-01-07,"France","KaggleMart","For Kids: One Smart Goose"
"301",70428,143,2021-01-07,"France","KaggleRama","Advanced Techniques"
"302",70429,112,2021-01-07,"France","KaggleRama","Getting Started"
"303",70430,97,2021-01-07,"France","KaggleRama","Recipe Book"
"304",70431,148,2021-01-07,"France","KaggleRama","For Kids: One Smart Goose"
"305",70432,392,2021-01-07,"Germany","KaggleMart","Advanced Techniques"
"306",70433,309,2021-01-07,"Germany","KaggleMart","Getting Started"
"307",70434,257,2021-01-07,"Germany","KaggleMart","Recipe Book"
"308",70435,419,2021-01-07,"Germany","KaggleMart","For Kids: One Smart Goose"
"309",70436,136,2021-01-07,"Germany","KaggleRama","Advanced Techniques"
"310",70437,108,2021-01-07,"Germany","KaggleRama","Getting Started"
"311",70438,90,2021-01-07,"Germany","KaggleRama","Recipe Book"
"312",70439,140,2021-01-07,"Germany","KaggleRama","For Kids: One Smart Goose"
"313",70440,510,2021-01-07,"Italy","KaggleMart","Advanced Techniques"
"314",70441,371,2021-01-07,"Italy","KaggleMart","Getting Started"
"315",70442,328,2021-01-07,"Italy","KaggleMart","Recipe Book"
"316",70443,506,2021-01-07,"Italy","KaggleMart","For Kids: One Smart Goose"
"317",70444,172,2021-01-07,"Italy","KaggleRama","Advanced Techniques"
"318",70445,133,2021-01-07,"Italy","KaggleRama","Getting Started"
"319",70446,108,2021-01-07,"Italy","KaggleRama","Recipe Book"
"320",70447,179,2021-01-07,"Italy","KaggleRama","For Kids: One Smart Goose"
"321",70448,835,2021-01-07,"Poland","KaggleMart","Advanced Techniques"
"322",70449,606,2021-01-07,"Poland","KaggleMart","Getting Started"
"323",70450,549,2021-01-07,"Poland","KaggleMart","Recipe Book"
"324",70451,853,2021-01-07,"Poland","KaggleMart","For Kids: One Smart Goose"
"325",70452,276,2021-01-07,"Poland","KaggleRama","Advanced Techniques"
"326",70453,216,2021-01-07,"Poland","KaggleRama","Getting Started"
"327",70454,192,2021-01-07,"Poland","KaggleRama","Recipe Book"
"328",70455,282,2021-01-07,"Poland","KaggleRama","For Kids: One Smart Goose"
"329",70456,492,2021-01-07,"Spain","KaggleMart","Advanced Techniques"
"330",70457,390,2021-01-07,"Spain","KaggleMart","Getting Started"
"331",70458,342,2021-01-07,"Spain","KaggleMart","Recipe Book"
"332",70459,529,2021-01-07,"Spain","KaggleMart","For Kids: One Smart Goose"
"333",70460,180,2021-01-07,"Spain","KaggleRama","Advanced Techniques"
"334",70461,132,2021-01-07,"Spain","KaggleRama","Getting Started"
"335",70462,118,2021-01-07,"Spain","KaggleRama","Recipe Book"
"336",70463,187,2021-01-07,"Spain","KaggleRama","For Kids: One Smart Goose"
"337",70464,412,2021-01-08,"Belgium","KaggleMart","Advanced Techniques"
"338",70465,312,2021-01-08,"Belgium","KaggleMart","Getting Started"
"339",70466,280,2021-01-08,"Belgium","KaggleMart","Recipe Book"
"340",70467,426,2021-01-08,"Belgium","KaggleMart","For Kids: One Smart Goose"
"341",70468,143,2021-01-08,"Belgium","KaggleRama","Advanced Techniques"
"342",70469,114,2021-01-08,"Belgium","KaggleRama","Getting Started"
"343",70470,95,2021-01-08,"Belgium","KaggleRama","Recipe Book"
"344",70471,149,2021-01-08,"Belgium","KaggleRama","For Kids: One Smart Goose"
"345",70472,459,2021-01-08,"France","KaggleMart","Advanced Techniques"
"346",70473,336,2021-01-08,"France","KaggleMart","Getting Started"
"347",70474,292,2021-01-08,"France","KaggleMart","Recipe Book"
"348",70475,483,2021-01-08,"France","KaggleMart","For Kids: One Smart Goose"
"349",70476,153,2021-01-08,"France","KaggleRama","Advanced Techniques"
"350",70477,118,2021-01-08,"France","KaggleRama","Getting Started"
"351",70478,102,2021-01-08,"France","KaggleRama","Recipe Book"
"352",70479,160,2021-01-08,"France","KaggleRama","For Kids: One Smart Goose"
"353",70480,419,2021-01-08,"Germany","KaggleMart","Advanced Techniques"
"354",70481,321,2021-01-08,"Germany","KaggleMart","Getting Started"
"355",70482,275,2021-01-08,"Germany","KaggleMart","Recipe Book"
"356",70483,439,2021-01-08,"Germany","KaggleMart","For Kids: One Smart Goose"
"357",70484,146,2021-01-08,"Germany","KaggleRama","Advanced Techniques"
"358",70485,111,2021-01-08,"Germany","KaggleRama","Getting Started"
"359",70486,91,2021-01-08,"Germany","KaggleRama","Recipe Book"
"360",70487,147,2021-01-08,"Germany","KaggleRama","For Kids: One Smart Goose"
"361",70488,550,2021-01-08,"Italy","KaggleMart","Advanced Techniques"
"362",70489,404,2021-01-08,"Italy","KaggleMart","Getting Started"
"363",70490,362,2021-01-08,"Italy","KaggleMart","Recipe Book"
"364",70491,556,2021-01-08,"Italy","KaggleMart","For Kids: One Smart Goose"
"365",70492,187,2021-01-08,"Italy","KaggleRama","Advanced Techniques"
"366",70493,141,2021-01-08,"Italy","KaggleRama","Getting Started"
"367",70494,118,2021-01-08,"Italy","KaggleRama","Recipe Book"
"368",70495,192,2021-01-08,"Italy","KaggleRama","For Kids: One Smart Goose"
"369",70496,937,2021-01-08,"Poland","KaggleMart","Advanced Techniques"
"370",70497,662,2021-01-08,"Poland","KaggleMart","Getting Started"
"371",70498,609,2021-01-08,"Poland","KaggleMart","Recipe Book"
"372",70499,932,2021-01-08,"Poland","KaggleMart","For Kids: One Smart Goose"
"373",70500,304,2021-01-08,"Poland","KaggleRama","Advanced Techniques"
"374",70501,232,2021-01-08,"Poland","KaggleRama","Getting Started"
"375",70502,219,2021-01-08,"Poland","KaggleRama","Recipe Book"
"376",70503,305,2021-01-08,"Poland","KaggleRama","For Kids: One Smart Goose"
"377",70504,545,2021-01-08,"Spain","KaggleMart","Advanced Techniques"
"378",70505,419,2021-01-08,"Spain","KaggleMart","Getting Started"
"379",70506,372,2021-01-08,"Spain","KaggleMart","Recipe Book"
"380",70507,590,2021-01-08,"Spain","KaggleMart","For Kids: One Smart Goose"
"381",70508,197,2021-01-08,"Spain","KaggleRama","Advanced Techniques"
